id,team_api_id,team_long_name,date,buildUpPlaySpeed,buildUpPlayPassing,chanceCreationPassing,chanceCreationCrossing,chanceCreationShooting,defencePressure,defenceAggression
20513,8524,Atalanta,2014-09-19 00:00:00,64,37,38,49,51,36,66
20513,8524,Atalanta,2015-09-10 00:00:00,64,37,38,49,51,36,63
20514,8551,Siena,2010-02-22 00:00:00,35,30,30,30,55,40,65
20514,8551,Siena,2011-02-22 00:00:00,50,50,50,65,55,40,45
20514,8551,Siena,2012-02-22 00:00:00,45,50,50,50,50,45,45
20514,8551,Siena,2013-09-20 00:00:00,47,48,54,56,52,37,49
20514,8551,Siena,2014-09-19 00:00:00,47,48,64,67,52,44,49
20515,8529,Cagliari,2010-02-22 00:00:00,40,30,30,35,55,40,55
20515,8529,Cagliari,2011-02-22 00:00:00,65,50,50,65,50,45,45
20515,8529,Cagliari,2012-02-22 00:00:00,40,50,65,50,50,45,45
20515,8529,Cagliari,2013-09-20 00:00:00,63,36,66,51,51,46,56
20515,8529,Cagliari,2014-09-19 00:00:00,63,53,33,51,68,37,56
20515,8529,Cagliari,2015-09-10 00:00:00,67,35,69,58,69,65,65
20516,8543,Lazio,2010-02-22 00:00:00,60,50,50,40,70,55,50
20516,8543,Lazio,2011-02-22 00:00:00,60,35,50,35,51,45,50
20516,8543,Lazio,2012-02-22 00:00:00,45,50,65,50,50,35,45
20516,8543,Lazio,2013-09-20 00:00:00,51,54,68,52,69,59,53
20516,8543,Lazio,2014-09-19 00:00:00,49,54,68,63,69,59,53
20516,8543,Lazio,2015-09-10 00:00:00,68,55,68,80,72,59,66
20517,8530,Catania,2010-02-22 00:00:00,35,30,30,30,60,35,55
20517,8530,Catania,2011-02-22 00:00:00,65,35,50,65,63,35,55
20517,8530,Catania,2012-02-22 00:00:00,40,50,50,50,50,25,50
20517,8530,Catania,2013-09-20 00:00:00,67,37,67,52,52,37,57
20517,8530,Catania,2014-09-19 00:00:00,75,48,53,52,36,28,67
20517,8530,Catania,2015-09-10 00:00:00,70,48,53,52,36,31,64
20518,10233,Genoa,2010-02-22 00:00:00,70,50,70,40,65,40,65
20518,10233,Genoa,2011-02-22 00:00:00,65,35,50,50,50,54,65
20518,10233,Genoa,2012-02-22 00:00:00,50,50,50,50,50,45,45
20518,10233,Genoa,2013-09-20 00:00:00,64,38,66,67,49,46,47
20518,10233,Genoa,2014-09-19 00:00:00,64,68,66,53,49,23,47
20518,10233,Genoa,2015-09-10 00:00:00,64,68,66,45,23,27,47
20519,8533,Chievo Verona,2010-02-22 00:00:00,45,30,35,45,65,30,70
20519,8533,Chievo Verona,2011-02-22 00:00:00,45,50,49,45,35,36,70
20519,8533,Chievo Verona,2012-02-22 00:00:00,60,65,50,50,65,25,45
20519,8533,Chievo Verona,2013-09-20 00:00:00,66,67,52,51,66,26,59
20519,8533,Chievo Verona,2014-09-19 00:00:00,66,67,52,66,52,46,59
20519,8533,Chievo Verona,2015-09-10 00:00:00,66,67,52,66,52,46,59
20520,8690,Reggio Calabria,2010-02-22 00:00:00,55,30,30,30,70,40,50
20520,8690,Reggio Calabria,2011-02-22 00:00:00,55,30,30,30,49,40,50
20520,8690,Reggio Calabria,2012-02-22 00:00:00,50,50,50,65,50,35,45
20520,8690,Reggio Calabria,2013-09-20 00:00:00,52,56,57,74,55,38,48
20520,8690,Reggio Calabria,2014-09-19 00:00:00,52,56,57,74,53,38,48
20521,8535,Fiorentina,2010-02-22 00:00:00,67,30,50,60,60,45,30
20521,8535,Fiorentina,2011-02-22 00:00:00,49,50,50,60,60,45,45
20521,8535,Fiorentina,2012-02-22 00:00:00,45,50,65,50,50,45,45
20521,8535,Fiorentina,2013-09-20 00:00:00,53,51,64,51,53,47,47
20521,8535,Fiorentina,2014-09-19 00:00:00,34,33,68,51,53,58,59
20521,8535,Fiorentina,2015-09-10 00:00:00,34,33,68,51,53,58,59
20522,9885,Juventus,2010-02-22 00:00:00,45,35,45,55,70,50,35
20522,9885,Juventus,2011-02-22 00:00:00,65,50,50,77,50,55,55
20522,9885,Juventus,2012-02-22 00:00:00,50,35,65,65,50,35,55
20522,9885,Juventus,2013-09-20 00:00:00,39,33,51,63,72,66,67
20522,9885,Juventus,2014-09-19 00:00:00,26,24,64,53,72,23,67
20522,9885,Juventus,2015-09-10 00:00:00,50,20,65,50,80,35,65
20523,8564,Milan,2010-02-22 00:00:00,45,30,55,45,70,30,35
20523,8564,Milan,2011-02-22 00:00:00,65,50,50,60,50,50,50
20523,8564,Milan,2012-02-22 00:00:00,45,50,65,20,50,45,45
20523,8564,Milan,2013-09-20 00:00:00,48,54,51,53,64,48,49
20523,8564,Milan,2014-09-19 00:00:00,48,52,66,36,75,58,57
20523,8564,Milan,2015-09-10 00:00:00,48,52,66,36,69,58,57
20524,9857,Bologna,2010-02-22 00:00:00,65,55,30,70,65,55,30
20524,9857,Bologna,2011-02-22 00:00:00,65,35,35,35,50,30,50
20524,9857,Bologna,2012-02-22 00:00:00,40,50,35,35,50,35,45
20524,9857,Bologna,2013-09-20 00:00:00,63,48,49,63,63,43,43
20524,9857,Bologna,2014-09-19 00:00:00,63,48,32,48,52,28,54
20524,9857,Bologna,2015-09-10 00:00:00,63,48,32,48,52,30,54
20525,8686,Roma,2010-02-22 00:00:00,70,30,60,60,70,55,30
20525,8686,Roma,2011-02-22 00:00:00,64,30,67,50,65,46,47
20525,8686,Roma,2012-02-22 00:00:00,60,40,65,35,50,35,45
20525,8686,Roma,2013-09-20 00:00:00,53,55,77,75,56,49,47
20525,8686,Roma,2014-09-19 00:00:00,67,38,73,64,56,36,57
20525,8686,Roma,2015-09-10 00:00:00,68,47,71,54,66,36,57
20526,9875,Napoli,2010-02-22 00:00:00,70,30,30,35,70,50,70
20526,9875,Napoli,2011-02-22 00:00:00,50,35,65,65,50,50,70
20526,9875,Napoli,2012-02-22 00:00:00,60,50,65,65,50,45,55
20526,9875,Napoli,2013-09-20 00:00:00,68,52,68,69,53,44,57
20526,9875,Napoli,2014-09-19 00:00:00,72,34,76,66,73,61,59
20526,9875,Napoli,2015-09-10 00:00:00,53,37,68,54,67,47,57
20527,9882,Sampdoria,2010-02-22 00:00:00,60,30,30,30,65,50,30
20527,9882,Sampdoria,2011-02-22 00:00:00,50,65,65,65,50,35,45
20527,9882,Sampdoria,2012-02-22 00:00:00,35,35,35,65,35,45,45
20527,9882,Sampdoria,2013-09-20 00:00:00,36,38,49,62,33,50,51
20527,9882,Sampdoria,2014-09-19 00:00:00,36,38,49,52,62,54,57
20527,9882,Sampdoria,2015-09-10 00:00:00,36,38,49,52,29,50,51
20528,8636,Inter,2010-02-22 00:00:00,55,55,50,55,70,50,60
20528,8636,Inter,2011-02-22 00:00:00,55,50,50,55,65,50,60
20528,8636,Inter,2012-02-22 00:00:00,45,50,65,50,65,35,55
20528,8636,Inter,2013-09-20 00:00:00,67,67,68,52,66,36,57
20528,8636,Inter,2014-09-19 00:00:00,67,67,68,69,66,23,57
20528,8636,Inter,2015-09-10 00:00:00,58,54,56,60,53,47,49
20529,9804,Torino,2010-02-22 00:00:00,45,35,40,30,70,45,35
20529,9804,Torino,2011-02-22 00:00:00,45,35,40,47,35,45,45
20529,9804,Torino,2012-02-22 00:00:00,50,50,50,65,50,35,45
20529,9804,Torino,2013-09-20 00:00:00,71,36,37,72,53,39,46
20529,9804,Torino,2014-09-19 00:00:00,76,64,64,72,53,39,34
20529,9804,Torino,2015-09-10 00:00:00,69,36,37,69,53,39,46
20530,9888,Lecce,2010-02-22 00:00:00,40,30,45,60,70,30,70
20530,9888,Lecce,2011-02-22 00:00:00,50,50,50,60,52,30,55
20530,9888,Lecce,2012-02-22 00:00:00,45,50,50,50,35,35,55
20531,8600,Udinese,2010-02-22 00:00:00,64,35,30,50,70,35,30
20531,8600,Udinese,2011-02-22 00:00:00,70,49,66,50,50,44,45
20531,8600,Udinese,2012-02-22 00:00:00,75,45,65,65,50,45,55
20531,8600,Udinese,2013-09-20 00:00:00,78,63,69,78,52,40,63
20531,8600,Udinese,2014-09-19 00:00:00,71,63,69,78,52,40,46
20531,8600,Udinese,2015-09-10 00:00:00,68,63,69,68,52,40,57
20532,8540,Palermo,2010-02-22 00:00:00,63,50,30,30,70,45,40
20532,8540,Palermo,2011-02-22 00:00:00,65,35,50,65,50,35,45
20532,8540,Palermo,2012-02-22 00:00:00,60,40,50,35,65,45,45
20532,8540,Palermo,2013-09-20 00:00:00,66,37,56,34,63,43,42
20532,8540,Palermo,2014-09-19 00:00:00,66,37,56,34,63,43,42
20532,8540,Palermo,2015-09-10 00:00:00,66,36,60,34,64,44,58
21280,9976,Bari,2010-02-22 00:00:00,30,30,30,40,65,40,30
21280,9976,Bari,2011-02-22 00:00:00,65,35,65,63,65,55,45
21280,9976,Bari,2012-02-22 00:00:00,50,50,50,35,50,45,45
21280,9976,Bari,2013-09-20 00:00:00,55,57,54,44,60,49,51
21280,9976,Bari,2014-09-19 00:00:00,55,57,54,44,56,49,51
21280,9976,Bari,2015-09-10 00:00:00,52,65,40,55,48,50,51
21285,8537,Livorno,2010-02-22 00:00:00,30,30,30,30,55,30,30
21285,8537,Livorno,2011-02-22 00:00:00,65,50,30,65,65,45,60
21285,8537,Livorno,2012-02-22 00:00:00,50,50,35,50,50,35,45
21285,8537,Livorno,2013-09-20 00:00:00,58,55,52,57,63,58,49
21285,8537,Livorno,2014-09-19 00:00:00,58,67,38,23,77,29,57
21285,8537,Livorno,2015-09-10 00:00:00,58,67,38,27,69,31,57
21292,10167,Parma,2010-02-22 00:00:00,30,30,40,60,70,45,30
21292,10167,Parma,2011-02-22 00:00:00,50,30,48,55,65,45,47
21292,10167,Parma,2012-02-22 00:00:00,45,35,50,65,50,45,45
21292,10167,Parma,2013-09-20 00:00:00,48,33,46,62,45,39,43
21292,10167,Parma,2014-09-19 00:00:00,48,33,69,62,45,54,66
21292,10167,Parma,2015-09-10 00:00:00,48,33,69,62,45,43,43
22042,9880,Cesena,2010-02-22 00:00:00,30,30,35,45,65,50,30
22042,9880,Cesena,2011-02-22 00:00:00,50,50,35,35,50,35,55
22042,9880,Cesena,2012-02-22 00:00:00,60,40,50,35,65,35,45
22042,9880,Cesena,2013-09-20 00:00:00,73,44,53,44,73,39,49
22042,9880,Cesena,2014-09-19 00:00:00,73,41,53,44,73,39,49
22042,9880,Cesena,2015-09-10 00:00:00,66,41,53,44,66,39,49
22044,9858,Brescia,2010-02-22 00:00:00,30,30,35,50,70,45,30
22044,9858,Brescia,2011-02-22 00:00:00,30,50,50,65,65,45,45
22044,9858,Brescia,2012-02-22 00:00:00,35,35,35,20,65,35,45
22044,9858,Brescia,2013-09-20 00:00:00,42,43,45,25,75,41,52
22044,9858,Brescia,2014-09-19 00:00:00,42,27,54,25,75,41,52
22044,9858,Brescia,2015-09-10 00:00:00,42,43,41,48,69,41,52
22805,6269,Novara,2011-02-22 00:00:00,53,35,50,64,49,60,51
22805,6269,Novara,2012-02-22 00:00:00,55,50,50,50,50,35,45
22805,6269,Novara,2013-09-20 00:00:00,66,62,56,55,61,36,49
22805,6269,Novara,2014-09-19 00:00:00,66,56,56,55,57,36,49
23523,9878,Pescara,2011-02-22 00:00:00,50,60,35,50,35,35,60
23523,9878,Pescara,2012-02-22 00:00:00,65,65,65,50,65,45,45
23523,9878,Pescara,2013-09-20 00:00:00,55,40,58,47,36,44,48
23523,9878,Pescara,2014-09-19 00:00:00,64,36,51,64,54,26,46
23523,9878,Pescara,2015-09-10 00:00:00,64,53,41,49,41,39,46
24273,9876,Hellas Verona,2012-02-22 00:00:00,50,50,50,50,50,45,55
24273,9876,Hellas Verona,2013-09-20 00:00:00,58,63,55,57,61,47,59
24273,9876,Hellas Verona,2014-09-19 00:00:00,63,48,39,54,55,31,47
24273,9876,Hellas Verona,2015-09-10 00:00:00,57,38,39,54,55,47,59
24288,7943,Sassuolo,2010-02-22 00:00:00,30,30,30,30,60,30,30
24288,7943,Sassuolo,2011-02-22 00:00:00,50,50,50,61,60,45,30
24288,7943,Sassuolo,2012-02-22 00:00:00,50,50,50,50,50,35,45
24288,7943,Sassuolo,2013-09-20 00:00:00,57,60,56,63,64,38,47
24288,7943,Sassuolo,2014-09-19 00:00:00,57,60,66,57,63,54,47
24288,7943,Sassuolo,2015-09-10 00:00:00,57,60,56,57,56,38,47
25048,8534,Empoli,2010-02-22 00:00:00,30,30,30,30,55,30,30
25048,8534,Empoli,2011-02-22 00:00:00,50,35,50,50,55,45,45
25048,8534,Empoli,2012-02-22 00:00:00,50,50,50,50,50,35,45
25048,8534,Empoli,2013-09-20 00:00:00,51,54,53,54,62,39,50
25048,8534,Empoli,2014-09-19 00:00:00,63,39,66,67,51,53,57
25048,8534,Empoli,2015-09-10 00:00:00,66,36,59,64,63,46,66
25791,9891,Frosinone,2010-02-22 00:00:00,30,30,30,45,65,30,30
25791,9891,Frosinone,2011-02-22 00:00:00,70,48,46,45,65,61,67
25791,9891,Frosinone,2015-09-10 00:00:00,63,46,51,50,50,55,57
25804,208931,Carpi,2014-09-19 00:00:00,32,31,47,36,54,46,44
25804,208931,Carpi,2015-09-10 00:00:00,80,65,70,40,50,25,55
26547,8277,Vitesse,2010-02-22 00:00:00,35,35,40,50,60,30,30
26547,8277,Vitesse,2011-02-22 00:00:00,33,50,68,51,54,55,60
26547,8277,Vitesse,2012-02-22 00:00:00,37,30,57,42,56,42,54
26547,8277,Vitesse,2013-09-20 00:00:00,37,39,52,42,62,42,45
26547,8277,Vitesse,2014-09-19 00:00:00,53,32,53,54,56,42,54
26547,8277,Vitesse,2015-09-10 00:00:00,57,48,53,37,71,60,58
26548,8674,FC Groningen,2010-02-22 00:00:00,41,32,40,47,69,30,30
26548,8674,FC Groningen,2011-02-22 00:00:00,51,39,48,67,62,43,44
26548,8674,FC Groningen,2012-02-22 00:00:00,44,41,48,64,42,49,47
26548,8674,FC Groningen,2013-09-20 00:00:00,44,44,56,58,42,49,47
26548,8674,FC Groningen,2014-09-19 00:00:00,48,38,57,59,45,49,47
26548,8674,FC Groningen,2015-09-10 00:00:00,55,55,57,59,54,49,47
26549,9803,Roda JC Kerkrade,2010-02-22 00:00:00,30,35,35,50,70,30,30
26549,9803,Roda JC Kerkrade,2011-02-22 00:00:00,65,51,33,38,53,48,57
26549,9803,Roda JC Kerkrade,2012-02-22 00:00:00,55,52,62,43,54,47,44
26549,9803,Roda JC Kerkrade,2013-09-20 00:00:00,42,44,49,40,38,47,44
26549,9803,Roda JC Kerkrade,2014-09-19 00:00:00,43,44,59,45,42,39,37
26550,8611,FC Twente,2010-02-22 00:00:00,30,30,40,40,65,30,30
26550,8611,FC Twente,2011-02-22 00:00:00,55,55,63,62,47,61,59
26550,8611,FC Twente,2012-02-22 00:00:00,25,28,44,68,37,62,68
26550,8611,FC Twente,2013-09-20 00:00:00,35,38,44,50,41,34,44
26550,8611,FC Twente,2014-09-19 00:00:00,38,34,63,65,37,44,41
26550,8611,FC Twente,2015-09-10 00:00:00,48,43,43,58,39,44,41
26551,8525,Willem II,2010-02-22 00:00:00,35,30,30,40,65,30,30
26551,8525,Willem II,2011-02-22 00:00:00,72,57,70,47,49,28,63
26551,8525,Willem II,2013-09-20 00:00:00,48,55,48,53,46,43,35
26551,8525,Willem II,2015-09-10 00:00:00,51,63,48,53,52,43,45
26552,8593,Ajax,2010-02-22 00:00:00,30,30,50,60,70,30,30
26552,8593,Ajax,2011-02-22 00:00:00,40,38,67,65,67,65,57
26552,8593,Ajax,2012-02-22 00:00:00,31,33,39,64,46,68,65
26552,8593,Ajax,2013-09-20 00:00:00,35,33,39,52,46,68,65
26552,8593,Ajax,2014-09-19 00:00:00,40,30,51,55,39,64,53
26552,8593,Ajax,2015-09-10 00:00:00,35,39,58,55,30,64,53
26553,8464,N.E.C.,2010-02-22 00:00:00,32,30,35,40,60,30,30
26553,8464,N.E.C.,2011-02-22 00:00:00,47,46,48,78,32,33,54
26553,8464,N.E.C.,2012-02-22 00:00:00,46,38,39,55,50,45,48
26553,8464,N.E.C.,2013-09-20 00:00:00,46,41,52,37,57,45,48
26553,8464,N.E.C.,2014-09-19 00:00:00,49,59,52,49,55,40,48
26554,8526,De Graafschap,2011-02-22 00:00:00,30,40,43,45,65,42,45
26554,8526,De Graafschap,2012-02-22 00:00:00,37,41,47,40,63,52,43
26555,9908,FC Utrecht,2010-02-22 00:00:00,45,45,33,50,67,30,30
26555,9908,FC Utrecht,2011-02-22 00:00:00,66,45,41,69,72,34,57
26555,9908,FC Utrecht,2012-02-22 00:00:00,47,52,52,54,52,45,49
26555,9908,FC Utrecht,2013-09-20 00:00:00,47,52,52,54,60,45,49
26555,9908,FC Utrecht,2014-09-19 00:00:00,50,52,55,49,52,45,49
26555,9908,FC Utrecht,2015-09-10 00:00:00,50,54,55,64,28,54,58
26556,8640,PSV,2010-02-22 00:00:00,30,30,33,52,70,30,30
26556,8640,PSV,2011-02-22 00:00:00,63,30,67,65,68,57,37
26556,8640,PSV,2012-02-22 00:00:00,33,42,40,55,48,43,30
26556,8640,PSV,2013-09-20 00:00:00,54,45,55,58,55,43,50
26556,8640,PSV,2014-09-19 00:00:00,67,40,53,53,55,50,62
26556,8640,PSV,2015-09-10 00:00:00,67,43,53,44,28,40,40
26557,9791,Heracles Almelo,2010-02-22 00:00:00,30,45,31,43,59,30,30
26557,9791,Heracles Almelo,2011-02-22 00:00:00,69,45,40,70,45,36,66
26557,9791,Heracles Almelo,2012-02-22 00:00:00,43,27,55,58,60,33,43
26557,9791,Heracles Almelo,2013-09-20 00:00:00,39,32,40,42,66,47,43
26557,9791,Heracles Almelo,2014-09-19 00:00:00,46,32,48,58,59,60,62
26557,9791,Heracles Almelo,2015-09-10 00:00:00,50,61,48,58,59,60,62
26558,10235,Feyenoord,2010-02-22 00:00:00,30,30,44,41,46,30,30
26558,10235,Feyenoord,2011-02-22 00:00:00,47,53,43,33,32,48,59
26558,10235,Feyenoord,2012-02-22 00:00:00,38,34,60,44,50,43,43
26558,10235,Feyenoord,2013-09-20 00:00:00,44,44,48,62,50,43,43
26558,10235,Feyenoord,2014-09-19 00:00:00,54,60,48,67,50,43,43
26558,10235,Feyenoord,2015-09-10 00:00:00,50,48,48,67,31,43,46
26559,8614,Sparta Rotterdam,2010-02-22 00:00:00,35,40,30,45,65,30,30
26560,10217,ADO Den Haag,2010-02-22 00:00:00,30,35,30,50,65,30,30
26560,10217,ADO Den Haag,2011-02-22 00:00:00,53,53,48,67,66,46,62
26560,10217,ADO Den Haag,2012-02-22 00:00:00,38,44,55,60,44,50,58
26560,10217,ADO Den Haag,2013-09-20 00:00:00,38,47,55,55,44,50,58
26560,10217,ADO Den Haag,2014-09-19 00:00:00,58,55,55,52,44,57,50
26560,10217,ADO Den Haag,2015-09-10 00:00:00,56,66,55,52,38,40,50
26562,10228,SC Heerenveen,2010-02-22 00:00:00,35,30,45,45,60,30,30
26562,10228,SC Heerenveen,2011-02-22 00:00:00,49,48,52,67,52,58,60
26562,10228,SC Heerenveen,2012-02-22 00:00:00,67,53,48,75,39,45,44
26562,10228,SC Heerenveen,2013-09-20 00:00:00,47,37,48,52,42,46,44
26562,10228,SC Heerenveen,2014-09-19 00:00:00,53,46,65,43,46,46,44
26562,10228,SC Heerenveen,2015-09-10 00:00:00,54,56,65,43,44,46,44
26563,10229,AZ,2010-02-22 00:00:00,55,45,40,30,60,30,30
26563,10229,AZ,2011-02-22 00:00:00,45,31,45,74,66,60,50
26563,10229,AZ,2012-02-22 00:00:00,46,36,47,48,52,60,65
26563,10229,AZ,2013-09-20 00:00:00,62,40,67,48,52,50,65
26563,10229,AZ,2014-09-19 00:00:00,52,46,60,56,52,50,61
26563,10229,AZ,2015-09-10 00:00:00,50,58,67,56,50,50,61
26564,9761,NAC Breda,2010-02-22 00:00:00,30,35,35,40,60,30,30
26564,9761,NAC Breda,2011-02-22 00:00:00,33,44,35,40,60,42,47
26564,9761,NAC Breda,2012-02-22 00:00:00,40,48,48,47,42,43,48
26564,9761,NAC Breda,2013-09-20 00:00:00,58,53,48,47,46,43,48
26564,9761,NAC Breda,2014-09-19 00:00:00,46,54,32,42,42,43,39
26564,9761,NAC Breda,2015-09-10 00:00:00,45,59,32,42,54,36,39
27161,10219,RKC Waalwijk,2010-02-22 00:00:00,30,50,35,60,55,50,45
27161,10219,RKC Waalwijk,2012-02-22 00:00:00,47,48,42,38,55,41,41
27161,10219,RKC Waalwijk,2013-09-20 00:00:00,47,48,66,38,55,29,28
27161,10219,RKC Waalwijk,2014-09-19 00:00:00,57,55,42,36,55,31,30
27168,9839,VVV-Venlo,2010-02-22 00:00:00,50,50,50,50,50,50,50
27168,9839,VVV-Venlo,2011-02-22 00:00:00,50,42,50,62,50,38,47
27168,9839,VVV-Venlo,2012-02-22 00:00:00,41,52,48,60,47,46,55
27168,9839,VVV-Venlo,2013-09-20 00:00:00,41,52,60,52,52,29,42
27780,10218,Excelsior,2011-02-22 00:00:00,73,59,77,33,52,25,47
27780,10218,Excelsior,2012-02-22 00:00:00,47,52,63,45,37,23,30
27780,10218,Excelsior,2015-09-10 00:00:00,53,69,48,45,43,29,41
29000,6413,PEC Zwolle,2013-09-20 00:00:00,47,49,50,50,54,46,44
29000,6413,PEC Zwolle,2014-09-19 00:00:00,57,39,57,50,54,58,60
29000,6413,PEC Zwolle,2015-09-10 00:00:00,45,56,57,50,58,58,60
29617,7788,SC Cambuur,2014-09-19 00:00:00,45,42,46,56,57,42,49
29617,7788,SC Cambuur,2015-09-10 00:00:00,43,57,46,50,38,42,49
29624,6433,Go Ahead Eagles,2014-09-19 00:00:00,55,42,37,42,53,43,47
29624,6433,Go Ahead Eagles,2015-09-10 00:00:00,58,64,37,42,52,43,47
30222,6631,FC Dordrecht,2015-09-10 00:00:00,39,62,62,66,48,51,58
31443,10265,Wisła Kraków,2010-02-22 00:00:00,40,35,55,35,70,70,70
31443,10265,Wisła Kraków,2011-02-22 00:00:00,67,48,53,63,67,58,47
31443,10265,Wisła Kraków,2012-02-22 00:00:00,25,25,32,72,50,60,58
31443,10265,Wisła Kraków,2013-09-20 00:00:00,30,30,32,72,50,60,58
31443,10265,Wisła Kraków,2014-09-19 00:00:00,47,36,36,53,66,60,66
31443,10265,Wisła Kraków,2015-09-10 00:00:00,33,37,33,37,31,62,58
31444,8031,Polonia Bytom,2010-02-22 00:00:00,30,50,45,35,70,60,70
31444,8031,Polonia Bytom,2011-02-22 00:00:00,46,38,36,33,53,53,54
31445,8020,Polonia Bytom,2010-02-22 00:00:00,30,50,45,35,70,60,70
31445,8020,Polonia Bytom,2011-02-22 00:00:00,46,38,36,33,53,53,54
31446,1601,Ruch Chorzów,2010-02-22 00:00:00,30,40,50,35,70,65,60
31446,1601,Ruch Chorzów,2011-02-22 00:00:00,48,51,68,67,51,46,48
31446,1601,Ruch Chorzów,2012-02-22 00:00:00,53,55,44,65,50,43,44
31446,1601,Ruch Chorzów,2013-09-20 00:00:00,53,55,44,65,50,43,44
31446,1601,Ruch Chorzów,2014-09-19 00:00:00,53,38,66,65,50,43,44
31446,1601,Ruch Chorzów,2015-09-10 00:00:00,47,38,61,65,50,43,44
31447,8673,Legia Warszawa,2010-02-22 00:00:00,30,35,55,45,70,65,70
31447,8673,Legia Warszawa,2011-02-22 00:00:00,67,35,55,36,53,59,48
31447,8673,Legia Warszawa,2012-02-22 00:00:00,69,55,52,40,53,59,49
31447,8673,Legia Warszawa,2013-09-20 00:00:00,69,55,52,40,53,59,49
31447,8673,Legia Warszawa,2014-09-19 00:00:00,54,36,52,51,64,47,46
31447,8673,Legia Warszawa,2015-09-10 00:00:00,54,36,52,51,64,50,60
31448,2183,P. Warszawa,2010-02-22 00:00:00,30,40,45,40,70,55,65
31448,2183,P. Warszawa,2011-02-22 00:00:00,33,47,69,40,53,55,34
31448,2183,P. Warszawa,2012-02-22 00:00:00,34,45,39,67,74,31,32
31448,2183,P. Warszawa,2013-09-20 00:00:00,34,45,39,52,40,57,32
31449,8025,Śląsk Wrocław,2010-02-22 00:00:00,30,45,45,35,70,60,70
31449,8025,Śląsk Wrocław,2011-02-22 00:00:00,47,55,45,48,54,48,47
31449,8025,Śląsk Wrocław,2012-02-22 00:00:00,65,63,67,31,67,24,24
31449,8025,Śląsk Wrocław,2013-09-20 00:00:00,65,50,67,31,67,30,30
31449,8025,Śląsk Wrocław,2014-09-19 00:00:00,47,34,38,36,68,37,37
31449,8025,Śląsk Wrocław,2015-09-10 00:00:00,50,35,51,51,55,45,55
31450,8030,Lechia Gdańsk,2010-02-22 00:00:00,30,45,45,35,70,70,70
31450,8030,Lechia Gdańsk,2011-02-22 00:00:00,63,37,68,30,52,46,60
31450,8030,Lechia Gdańsk,2012-02-22 00:00:00,44,52,50,53,68,49,48
31450,8030,Lechia Gdańsk,2013-09-20 00:00:00,44,52,50,53,68,49,59
31450,8030,Lechia Gdańsk,2014-09-19 00:00:00,62,52,50,63,52,37,58
31450,8030,Lechia Gdańsk,2015-09-10 00:00:00,62,52,66,59,58,51,58
31451,8244,Widzew Łódź,2011-02-22 00:00:00,63,48,48,68,53,37,58
31451,8244,Widzew Łódź,2012-02-22 00:00:00,66,72,70,61,54,32,32
31451,8244,Widzew Łódź,2013-09-20 00:00:00,66,59,43,61,54,32,43
31451,8244,Widzew Łódź,2014-09-19 00:00:00,66,72,66,67,51,36,38
31452,8242,Odra Wodzisław,2010-02-22 00:00:00,30,45,45,40,70,70,70
31453,2182,Lech Poznań,2010-02-22 00:00:00,40,35,45,40,70,60,55
31453,2182,Lech Poznań,2011-02-22 00:00:00,64,57,68,48,70,59,37
31453,2182,Lech Poznań,2012-02-22 00:00:00,67,54,56,62,67,47,47
31453,2182,Lech Poznań,2013-09-20 00:00:00,67,54,56,62,67,47,47
31453,2182,Lech Poznań,2014-09-19 00:00:00,67,54,56,62,67,47,47
31453,2182,Lech Poznań,2015-09-10 00:00:00,57,40,59,70,67,50,58
31454,8569,GKS Bełchatów,2010-02-22 00:00:00,30,50,45,40,70,65,70
31454,8569,GKS Bełchatów,2011-02-22 00:00:00,47,27,45,51,54,48,60
31454,8569,GKS Bełchatów,2012-02-22 00:00:00,52,67,52,73,50,47,45
31454,8569,GKS Bełchatów,2013-09-20 00:00:00,52,43,52,37,50,47,45
31454,8569,GKS Bełchatów,2015-09-10 00:00:00,52,43,52,37,50,47,45
31455,8322,Arka Gdynia,2010-02-22 00:00:00,30,45,45,35,70,65,70
31455,8322,Arka Gdynia,2011-02-22 00:00:00,46,37,33,62,52,47,48
31456,1957,Jagiellonia Białystok,2010-02-22 00:00:00,30,50,45,35,70,70,70
31456,1957,Jagiellonia Białystok,2011-02-22 00:00:00,33,52,48,39,64,32,56
31456,1957,Jagiellonia Białystok,2012-02-22 00:00:00,58,69,53,42,68,40,50
31456,1957,Jagiellonia Białystok,2013-09-20 00:00:00,58,69,53,42,68,40,50
31456,1957,Jagiellonia Białystok,2014-09-19 00:00:00,38,38,53,27,66,57,56
31456,1957,Jagiellonia Białystok,2015-09-10 00:00:00,66,38,53,33,66,57,56
31457,8028,Piast Gliwice,2010-02-22 00:00:00,30,45,45,35,70,65,70
31457,8028,Piast Gliwice,2013-09-20 00:00:00,30,46,48,37,39,32,45
31457,8028,Piast Gliwice,2014-09-19 00:00:00,64,67,64,66,39,36,45
31457,8028,Piast Gliwice,2015-09-10 00:00:00,64,67,64,66,39,36,45
31458,2186,Cracovia,2010-02-22 00:00:00,30,45,40,35,65,70,70
31458,2186,Cracovia,2011-02-22 00:00:00,46,51,48,48,52,48,33
31458,2186,Cracovia,2012-02-22 00:00:00,57,59,57,33,78,59,51
31458,2186,Cracovia,2014-09-19 00:00:00,37,38,66,66,33,59,34
31458,2186,Cracovia,2015-09-10 00:00:00,37,38,66,66,33,59,34
